X,Y,OBJECTID,Objecttype,Type_velo,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Objectcode,Gebruik,Aantal_plaatsen,Naam
497508.75765334,6660386.42138786,9213,VELOSTATION,DUBBELZIJDIG,GROENZONE,Ter Rivierenlaan,18,,Deurne,2100,VE_0000237,IN_GEBRUIK,36,237 Ter Rivieren
498227.044379628,6660966.64393547,9214,VELOSTATION,ENKELZIJDIG,VOETPAD,Ertbruggelaan,2,,Deurne,2100,VE_0000238,IN_GEBRUIK,24,238 Ertbrugge
498666.210497075,6660519.75490848,9215,VELOSTATION,ENKELZIJDIG,VOETPAD,Ruggeveldlaan,549,,Deurne,2100,VE_0000239,IN_GEBRUIK,30,239 Zwarte Arend
498952.412666657,6659825.34161938,9216,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Ruggeveldlaan,,,Deurne,2100,VE_0000240,IN_GEBRUIK,36,240 Park Groot Schijn
495754.78478984,6659146.18241966,9217,VELOSTATION,DUBBELZIJDIG,GROENZONE,Collegelaan,42-44,to 42-44,Borgerhout,2140,VE_0000241,IN_GEBRUIK,36,241 Kerkendijk
495666.401106214,6658576.20776173,9218,VELOSTATION,DUBBELZIJDIG,GROENZONE,Luitenant Lippenslaan,2,to 2,Borgerhout,2140,VE_0000242,IN_GEBRUIK,36,242 Te Boelaerlei
496284.712054889,6658454.73495171,9219,VELOSTATION,DUBBELZIJDIG,GROENZONE,Herentalsebaan,133,,Deurne,2100,VE_0000243,IN_GEBRUIK,36,243 Mestputteke
497076.76962485,6658131.00507401,9220,VELOSTATION,DUBBELZIJDIG,PARKEERZONE,Herentalsebaan,299,,Deurne,2100,VE_0000244,IN_GEBRUIK,36,244 Waterbaan
497744.723376862,6657958.13459565,9221,VELOSTATION,ENKELZIJDIG,GROENZONE,Florent Pauwelslei,1,to 18,Deurne,2100,VE_0000245,IN_GEBRUIK,36,245 AZ Monica
496304.370726381,6658006.15034922,9222,VELOSTATION,DUBBELZIJDIG,GROENZONE,Arenaplein,1,to 1,Deurne,2100,VE_0000246,IN_GEBRUIK,36,246 Arena
494922.792663194,6658222.34086173,9223,VELOSTATION,ENKELZIJDIG,VOETPAD,Luitenant Lippenslaan,55-59,,Borgerhout,2140,VE_0000247,IN_GEBRUIK,36,247 ZNA Erasmus
495281.486335716,6657802.00997234,9224,VELOSTATION,DUBBELZIJDIG,GROENZONE,Berchemlei,67,to 67 thv De Schans,Borgerhout,2140,VE_0000248,IN_GEBRUIK,36,248 De Schans
494728.682673087,6657421.03706507,9225,VELOSTATION,DUBBELZIJDIG,VOETPAD,Frans De Vriendtstraat,61,to 61,Borgerhout,2140,VE_0000249,IN_GEBRUIK,30,249 Frans de Vriendt
494148.862508192,6656929.88355436,9226,VELOSTATION,DUBBELZIJDIG,VOETPAD,Diksmuidelaan,8,hoek Herculusstraat,Berchem,2600,VE_0000250,IN_GEBRUIK,36,250 Borsbeekbrug
495594.209047334,6657449.09111199,9227,VELOSTATION,DUBBELZIJDIG,GROENZONE,Arthur Matthyslaan,76,"to 76, to Thibautstraat",Borgerhout,2140,VE_0000251,IN_GEBRUIK,30,251Te Boelaerpark Noord
495399.867799838,6656771.03980184,9228,VELOSTATION,ENKELZIJDIG,VOETPAD,Karel De Preterlei,222,to 222,Borgerhout,2140,VE_0000252,IN_GEBRUIK,33,252 Te Boelaerpark/Gitschotelei
495743.75937698,6656416.49982214,9229,VELOSTATION,ENKELZIJDIG,PLEIN,Vosstraat,19,,Borgerhout,2140,VE_0000253,IN_GEBRUIK,36,253 Vosplein
496437.259254904,6656316.90984694,9230,VELOSTATION,DUBBELZIJDIG,MIDDENBERM,Boekenberglei,189,,Deurne,2100,VE_0000254,IN_GEBRUIK,30,254 Sint-Jozef
497331.002688655,6657488.03082293,9231,VELOSTATION,ENKELZIJDIG,GROENZONE,Van Den Hautelei,90,to 90,Deurne,2100,VE_0000255,IN_GEBRUIK,36,255 Van den Haute
494506.072060683,6655940.36250799,9232,VELOSTATION,ENKELZIJDIG,VOETPAD,Helderstraat,59,,Berchem,2600,VE_0000256,IN_GEBRUIK,27,256 Zillebeek
495236.09417454,6655386.57582589,9233,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Hofstadestraat,,hoek Klerkenstraat,Berchem,2600,VE_0000257,IN_GEBRUIK,36,257 Hofstade
494694.330241634,6656310.74260234,9234,VELOSTATION,ENKELZIJDIG,GROENZONE,Lodewijk Van Berckenlaan,127,to 127,Berchem,2600,VE_0000258,IN_GEBRUIK,30,258 Hof van Nauwelaerts
493925.454251767,6655568.7079513,9235,VELOSTATION,DUBBELZIJDIG,GROENZONE,Posthofbrug,,thv Arbeidersstraat,Berchem,2600,VE_0000259,IN_GEBRUIK,36,259 Posthofbrug
492218.63612834,6654921.86447929,9236,VELOSTATION,ENKELZIJDIG,GROENZONE,Hof Ter Schriecklaan,1,,Berchem,2600,VE_0000260,IN_GEBRUIK,27,260 Ter Schriek
493095.790886964,6654740.80294683,9237,VELOSTATION,DUBBELZIJDIG,GROENZONE,Henri Prostlaan,5,eind vd keerlus,Berchem,2600,VE_0000261,IN_GEBRUIK,36,261 Brilschans
493758.174067815,6654849.61779601,9238,VELOSTATION,DUBBELZIJDIG,GROENZONE,Rooi,,thv Achtersteveld,Berchem,2600,VE_0000262,IN_GEBRUIK,36,262 Hoogveld
494354.23408717,6653986.4776338,9239,VELOSTATION,ENKELZIJDIG,MIDDENBERM,Fruithoflaan,85,to 85 middenberm,Berchem,2600,VE_0000263,IN_GEBRUIK,36,263 Fruithoflaan 2
493719.868364653,6654547.35115646,9240,VELOSTATION,DUBBELZIJDIG,PLEIN,Filip Williotstraat,11,,Berchem,2600,VE_0000264,IN_GEBRUIK,36,264 Filip Williotstraat
493368.046547871,6654111.66169363,9241,VELOSTATION,DUBBELZIJDIG,VOETPAD,Pulhoflaan,,thv Lappersbrug,Berchem,2600,VE_0000265,IN_GEBRUIK,30,265 Pulhof
493681.634153666,6653340.23602954,9242,VELOSTATION,ENKELZIJDIG,MIDDENBERM,Fruithoflaan,3-5,to 3-5,Berchem,2600,VE_0000266,IN_GEBRUIK,36,266 Fruithoflaan 1
492405.259144797,6654228.77186947,9243,VELOSTATION,DUBBELZIJDIG,GROENZONE,Prins Leopoldlaan,36,to 36 od hoek,Berchem,2600,VE_0000267,IN_GEBRUIK,30,267 Leopold
491863.385045299,6653736.99033341,9244,VELOSTATION,ENKELZIJDIG,VOETPAD,Lindendreef,,,Antwerpen,2020,VE_0000268,IN_GEBRUIK,36,268 ZNA Middelheim
492519.580415863,6653745.55837138,9245,VELOSTATION,DUBBELZIJDIG,GROENZONE,Troyentenhoflaan,120-122,,Berchem,2600,VE_0000269,IN_GEBRUIK,30,269 Middelheim
490262.196005534,6654329.5368609,9246,VELOSTATION,ENKELZIJDIG,GROENZONE,Eglantierlaan,1,,Antwerpen,2020,VE_0000270,IN_GEBRUIK,36,270 Dikke Mee
490812.919559922,6653329.67646808,9247,VELOSTATION,DUBBELZIJDIG,GROENZONE,Beukenlaan,24,to 24 hoek Middelheimlaan,Antwerpen,2020,VE_0000271,IN_GEBRUIK,36,271 Middelheim Museum
492215.515728898,6652808.25119271,9248,VELOSTATION,ENKELZIJDIG,MIDDENBERM,Groenenborgerlaan,199,,Antwerpen,2020,VE_0000272,IN_GEBRUIK,30,272 Groenenborger
491251.324512811,6652448.69850372,9249,VELOSTATION,ENKELZIJDIG,GROENZONE,Oosterveldlaan,8,to 8,Wilrijk,2610,VE_0000273,IN_GEBRUIK,36,273 Campus Groenenborger
489216.659223289,6651501.29129851,9250,VELOSTATION,DUBBELZIJDIG,PLEIN,Bist,,,Wilrijk,2610,VE_0000274,IN_GEBRUIK,30,274 De Bist
490172.365527316,6652199.27798899,9251,VELOSTATION,DUBBELZIJDIG,VOETPAD,Groenenborgerlaan,17,,Wilrijk,2610,VE_0000275,IN_GEBRUIK,36,275 Sneeuwbes
489142.591615025,6653828.59572722,9252,VELOSTATION,DUBBELZIJDIG,PLEIN,Kruishofstraat,140,to 140,Wilrijk,2610,VE_0000276,IN_GEBRUIK,36,276 Corbusier
489781.127762404,6652673.3572075,9253,VELOSTATION,ENKELZIJDIG,VOETPAD,Ahornenlaan,1,,Wilrijk,2610,VE_0000277,IN_GEBRUIK,36,277 Ahornen
489127.512828337,6650598.42362623,9254,VELOSTATION,DUBBELZIJDIG,GROENZONE,Oversneslaan,54,,Wilrijk,2610,VE_0000278,IN_GEBRUIK,36,278 Oversnes
489191.555176206,6651094.17925741,9255,VELOSTATION,DUBBELZIJDIG,PLEIN,Doornstraat,2,naast 2,Wilrijk,2610,VE_0000279,IN_GEBRUIK,36,279 Ieperman
487846.074950827,6652612.50132708,9256,VELOSTATION,DUBBELZIJDIG,GROENZONE,Bosheidelaan,,hoek Rooiboslaan,Wilrijk,2610,VE_0000280,IN_GEBRUIK,36,280 Marmotteke
488176.546169691,6653632.6611379,9257,VELOSTATION,DUBBELZIJDIG,GROENZONE,Hof Van Tichelen,30,naast 30,Antwerpen,2020,VE_0000281,IN_GEBRUIK,36,281 Hof van Tichelen
487695.060668943,6653244.94198346,9258,VELOSTATION,DUBBELZIJDIG,VOETPAD,Letterkundestraat,59-63,basis school de letter,Wilrijk,2610,VE_0000282,IN_GEBRUIK,36,282 De Letter
486682.978010786,6653493.79327587,9259,VELOSTATION,DUBBELZIJDIG,PLEIN,Hollebeekstraat,25-27,to 25-27,Hoboken,2660,VE_0000283,IN_GEBRUIK,36,283 Hollebeek
485819.486004466,6653778.05683463,9260,VELOSTATION,DUBBELZIJDIG,VOETPAD,Steynstraat,297-299,,Hoboken,2660,VE_0000284,IN_GEBRUIK,36,284 Steynstraat
484046.29707318,6653655.20306228,9261,VELOSTATION,ENKELZIJDIG,PLEIN,Berkenrodelei,150,naast 150,Hoboken,2660,VE_0000286,IN_GEBRUIK,36,286 Station Hoboken/Polderstad
484246.939533063,6652800.89224595,9262,VELOSTATION,DUBBELZIJDIG,VOETPAD,Berkenrodelei,2,,Hoboken,2660,VE_0000287,IN_GEBRUIK,36,287 Kioskplaats/Centrum
485334.036428656,6652716.03057125,9263,VELOSTATION,DUBBELZIJDIG,GROENZONE,Draaiboomstraat,44,to 44,Hoboken,2660,VE_0000288,IN_GEBRUIK,36,288 Draaiboom
484480.723731813,6652045.51041839,9264,VELOSTATION,DUBBELZIJDIG,VOETPAD,Walstraat,5-7,to 5-7,Hoboken,2660,VE_0000289,IN_GEBRUIK,36,289 Broydenborgpark
486220.485812019,6652526.66522417,9265,VELOSTATION,DUBBELZIJDIG,GROENZONE,Sint-Bernardsesteenweg,886,to 886,Hoboken,2660,VE_0000290,IN_GEBRUIK,36,290 Coöperatielaan
486764.01578548,6654715.15704447,9266,VELOSTATION,DUBBELZIJDIG,GROENZONE,Maurits Sabbelaan,16-18,to 16-18,Antwerpen,2020,VE_0000291,IN_GEBRUIK,36,291 Braem blokken
487689.018937107,6655104.11783399,9267,VELOSTATION,DUBBELZIJDIG,GROENZONE,Jacob Le Mairestraat,8,naast 8 aan keerlus,Antwerpen,2020,VE_0000292,IN_GEBRUIK,36,292 Kielpark
488794.789445525,6654695.18493291,9268,VELOSTATION,ENKELZIJDIG,PLEIN,Pol De Montstraat,10,to 10 oh plein,Antwerpen,2020,VE_0000293,IN_GEBRUIK,36,293 Edgard Castelein
487226.564856273,6655171.07002528,9269,VELOSTATION,ENKELZIJDIG,PLEIN,Valerius De Saedeleerstraat,2,to 2,Antwerpen,2020,VE_0000294,IN_GEBRUIK,36,294 Den Tir
487504.922092835,6655735.35902006,9270,VELOSTATION,ENKELZIJDIG,GROENZONE,Emiel Vloorsstraat,,hoek August Leysweg,Antwerpen,2020,VE_0000295,IN_GEBRUIK,36,295 Sporthal Kiel
489034.259705234,6655697.92980197,9271,VELOSTATION,DUBBELZIJDIG,GROENZONE,Eric Sasselaan,69,to 69,Antwerpen,2020,VE_0000296,IN_GEBRUIK,30,296 Mastvest
488570.597500744,6655091.73624343,9272,VELOSTATION,DUBBELZIJDIG,GROENZONE,Jan De Voslei,,thv C Huysmanslaan,Antwerpen,2020,VE_0000297,IN_GEBRUIK,36,297 Tentoonstellingswijk
487855.222367825,6651752.40940552,9273,VELOSTATION,ENKELZIJDIG,VOETPAD,Valkstraat,,thv Gaston Fabrelaan,Wilrijk,2610,VE_0000298,IN_GEBRUIK,27,298 Koornbloem
489589.271130821,6655319.32437388,9274,VELOSTATION,ENKELZIJDIG,GROENZONE,Camille Huysmanslaan,,thv J V Rijswijcklaan,Antwerpen,2020,VE_0000299,IN_GEBRUIK,36,299 Antwerp Expo
489505.765249971,6654856.73924645,9275,VELOSTATION,DUBBELZIJDIG,GROENZONE,Vogelzanglaan,,thv voetbalveld,Antwerpen,2020,VE_0000300,IN_GEBRUIK,36,300 Wilrijksepleinen
495415.964533225,6654735.91320501,9276,VELOSTATION,DUBBELZIJDIG,PLEIN,Luchthavenlei,1,Op de parking van de luchthaven,Deurne,2100,VE_0000301,IN_GEBRUIK,30,301 Luchthaven
488742.934183147,6653035.77257795,9277,VELOSTATION,DUBBELZIJDIG,PLEIN,Rozenkransplein,11,to 11 oh plein,Wilrijk,2610,VE_0000302,IN_GEBRUIK,30,302 Rozenkrans
484558.677141737,6653883.00441264,9278,VELOSTATION,ENKELZIJDIG,VOETPAD,Commandant Weynsstraat,,,Hoboken,2660,VE_0000285,IN_GEBRUIK,27,285 Hoge beuken
490742.044113352,6663891.51119715,9279,VELOSTATION,ENKELZIJDIG,VOETPAD,Mexicostraat,thv 37,nieuw havenhuis,Antwerpen,2030,VE_0000221,IN_GEBRUIK,36,221 Havenhuis
490945.316199804,6663495.72482555,9280,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Kambalastraat,2,,Antwerpen,2030,VE_0000303,IN_GEBRUIK,36,303 Kambala
493600.831373467,6663877.51942511,9281,VELOSTATION,DUBBELZIJDIG,GROENZONE,Campiniastraat,50,,Merksem,2170,VE_0000304,IN_GEBRUIK,36,304 Campinia
492652.906646047,6661373.87156074,9282,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Van Kerckhovenstraat,74,,Antwerpen,2060,VE_0000156,IN_GEBRUIK,30,156 Gasstraat
492645.376063208,6657399.82229155,9283,VELOSTATION,DUBBELZIJDIG,PLEIN,Lange Leemstraat,,,Antwerpen,2018,VE_0000161,IN_GEBRUIK,36,161 Hospitaalplein
494654.936122267,6655194.78660107,9284,VELOSTATION,DUBBELZIJDIG,GROENZONE,Ter Nieuwerbrugge,3,,Berchem,2600,VE_0000305,IN_GEBRUIK,36,305 Ter Nieuwerbrugge
482919.644000101,6651786.33677721,9285,VELOSTATION,DUBBELZIJDIG,GROENZONE,Baron Sadoinestraat,26,,Hoboken,2660,VE_0000307,IN_GEBRUIK,36,307 Baron Sadoin
486158.652263938,6651619.02595388,9286,VELOSTATION,ENKELZIJDIG,PLEIN,Majoor Maelfaitplein,15,langsheen het plein,Hoboken,2660,VE_0000308,IN_GEBRUIK,36,308 KDG Campus Hoboken
484185.294959936,6651580.67754304,9287,VELOSTATION,DUBBELZIJDIG,GROENZONE,Paul Henri Spaaklaan,2,,Hoboken,2660,VE_0000309,IN_GEBRUIK,36,309 De Torekens
484638.023593593,6650921.90626744,9288,VELOSTATION,DUBBELZIJDIG,PLEIN,Krijgsbaan,20,,Hoboken,2660,VE_0000310,IN_GEBRUIK,36,310 Sporthal Sorghvliedt
483592.455070562,6652264.49608785,9289,VELOSTATION,ENKELZIJDIG,GROENZONE,Cockerillplaats,12-14,to 12-14,Hoboken,2660,VE_0000311,IN_GEBRUIK,36,311 Cockerillhof
483390.77159057,6654046.28032175,9290,VELOSTATION,ENKELZIJDIG,GROENZONE,Graspolderlaan,15-21,,Hoboken,2660,VE_0000312,IN_GEBRUIK,36,312 Graspolder
485726.17447197,6651261.82829328,9291,VELOSTATION,DUBBELZIJDIG,MIDDENBERM,Sint Bernaardsestwg,847,,Hoboken,2660,VE_0000314,IN_GEBRUIK,36,314 Schoonselhof
487079.778242212,6652134.82934784,9292,VELOSTATION,DUBBELZIJDIG,GROENZONE,Den Brem,91,,Wilrijk,2610,VE_0000320,IN_GEBRUIK,36,320 Den Brem
487345.049024321,6659853.22668523,9293,VELOSTATION,DUBBELZIJDIG,GROENZONE,Galgenweellaan,70,,Antwerpen,2050,VE_0000163,IN_GEBRUIK,36,163 Pluvier
493478.188350746,6666006.58694362,9294,VELOSTATION,ENKELZIJDIG,GROENZONE,Ganzemate,,,Merksem,2170,VE_0000317,IN_GEBRUIK,36,317 Distelhoek
485142.516936296,6653512.68526003,9295,VELOSTATION,DUBBELZIJDIG,GROENZONE,Dokter Emiel Van Dammestraat,28,,Hoboken,2660,VE_0000316,IN_GEBRUIK,36,316 D. E. Van Damme
487800.076876898,6650870.47834532,9296,VELOSTATION,ENKELZIJDIG,GROENZONE,Malisgoed,7,,Wilrijk,2610,VE_0000322,IN_GEBRUIK,24,322 Malisgoed
493167.469949161,6652323.27640219,9297,VELOSTATION,DUBBELZIJDIG,PLEIN,Monnikenplein,1,,Wilrijk,2610,VE_0000321,IN_GEBRUIK,36,321 Monnikenplein
486309.851942247,6660292.33434425,9298,VELOSTATION,DUBBELZIJDIG,VOETPAD,Blancefloerlaan,7272,,Antwerpen,2050,VE_0000162,IN_GEBRUIK,36,162 Regatta
485348.633814608,6652297.09362896,9299,VELOSTATION,DUBBELZIJDIG,VOETPAD,Paul Vekemanslaan,18,,Hoboken,2660,VE_0000325,IN_GEBRUIK,30,325 Paul Vekemans
485739.350722466,6654523.53692075,9300,VELOSTATION,DUBBELZIJDIG,GROENZONE,,,,Hoboken,2660,VE_0000326,BUITEN_GEBRUIK,36,326 Krugerbrug
487000.957687068,6652701.06221792,9301,VELOSTATION,DUBBELZIJDIG,PLEIN,Ridderveld,7,,Wilrijk,2610,VE_0000327,IN_GEBRUIK,30,327 Ridderveld
498172.296097443,6660148.77141247,9302,VELOSTATION,DUBBELZIJDIG,VOETPAD,Schotensesteenweg,5,,Deurne,2100,VE_0000328,IN_GEBRUIK,36,328 Oude Terminus
491912.393332597,6652358.88435062,9303,VELOSTATION,ENKELZIJDIG,GROENZONE,Oosterveldlaan,24,,Wilrijk,2610,VE_0000323,IN_GEBRUIK,36,323 Sint-Augustinus
496621.124751806,6657509.43475431,9304,VELOSTATION,DUBBELZIJDIG,VOETPAD,Dordrechtlaan,2,,Deurne,2100,VE_0000324,IN_GEBRUIK,24,324 Dordrechtlaan
497667.56619685,6661364.31758832,9305,VELOSTATION,ENKELZIJDIG,PLEIN,Prosper De Witstraat,5,,Deurne,2100,VE_0000329,IN_GEBRUIK,27,329 Prosper de Wit
484936.788679178,6651819.58814727,9306,VELOSTATION,ENKELZIJDIG,GROENZONE,Meerlenhoflaan,32,ingang park,Hoboken,2660,VE_0000330,IN_GEBRUIK,36,330 Meerlenhof
482978.017959351,6652411.11053767,9307,VELOSTATION,DUBBELZIJDIG,GROENZONE,Zaatlaan,6,,Hoboken,2660,VE_0000331,IN_GEBRUIK,36,331 Zaatlaan
488180.02580952,6650965.16268602,9308,VELOSTATION,DUBBELZIJDIG,GROENZONE,Michel Geysemansstraat,10,,Wilrijk,2610,VE_0000332,IN_GEBRUIK,36,332 Valkstraat
494456.862771235,6666428.84817039,9309,VELOSTATION,ENKELZIJDIG,GROENZONE,Frans Adriaenssensstraat,123,joma basisschool,Merksem,2170,VE_0000333,IN_GEBRUIK,30,333 Frans Adriaenssens/Joma
494752.091587248,6665327.28337564,9310,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Speelpleinstraat,,,Merksem,2170,VE_0000335,IN_GEBRUIK,36,335 Speelplein
490356.498357719,6651107.75769699,9311,VELOSTATION,ENKELZIJDIG,PLEIN,Dokter Donnyplein,1,,Wilrijk,2610,VE_0000340,IN_GEBRUIK,36,340 Dokter Donny
499037.530749229,6660269.11890437,9312,VELOSTATION,DUBBELZIJDIG,GROENZONE,August Van de Wielelei,136,,Deurne,2100,VE_0000334,IN_GEBRUIK,36,334 Den Haas
489371.007236333,6652422.27807636,9313,VELOSTATION,DUBBELZIJDIG,PARKEERZONE,Sneeuwbeslaan,,Hoek met Laarstraat,Wilrijk,2610,VE_0000336,IN_GEBRUIK,36,336 Sneeuwbeslaan
484614.056263694,6650323.35401152,9314,VELOSTATION,ENKELZIJDIG,VOETPAD,Verenigde Natieslaan,168,,Hoboken,2660,VE_0000337,IN_GEBRUIK,24,337 Verenigde Naties
482248.696714714,6652379.41452213,9315,VELOSTATION,DUBBELZIJDIG,VOETPAD,Leo Bosschartlaan,,,Hoboken,2660,VE_0000339,BUITEN_GEBRUIK,36,339 't Veer
497648.922714788,6656839.11117255,9316,VELOSTATION,DUBBELZIJDIG,VOETPAD,Eksterlaar,,,Deurne,2100,VE_0000313,IN_GEBRUIK,36,313 Eksterlaar 1
497630.832628209,6656739.64176106,9317,VELOSTATION,,VOETPAD,Eksterlaar,,,Deurne,2100,VE_0000315,GEPLAND,36,315 Eksterlaar 2
490388.173770474,6651922.02195708,9318,VELOSTATION,DUBBELZIJDIG,GROENZONE,Schaliemolenstraat,2,to 2 od groenzone,Wilrijk,2610,VE_0000319,IN_GEBRUIK,30,319 Schalienmolen
491732.298761965,6662410.77357856,9319,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Kempenstraat,nvt,,,2030,VE_0000128,IN_GEBRUIK,36,128 ZNA Cadix
487955.440849693,6657837.65366805,9320,VELOSTATION,DUBBELZIJDIG,VOETPAD,Jos Smolderenstraat,,,Antwerpen,2000,VE_0000342,IN_GEBRUIK,36,342 Nieuw Zuid
491482.760018632,6662076.15911321,9321,VELOSTATION,DUBBELZIJDIG,GROENZONE,Ellermanstraat,,,Antwerpen,2060,VE_0000164,IN_GEBRUIK,36,164 AP Ellermanstraat
491287.593187865,6661829.16459869,9322,VELOSTATION,DUBBELZIJDIG,PLEIN,Italiëlei,,,Antwerpen,2000,VE_0000167,IN_GEBRUIK,30,167 FOD Financiën 2
490128.385746428,6659994.67159867,9323,VELOSTATION,ENKELZIJDIG,VOETPAD,Schoenmarkt,,,Antwerpen,2000,VE_0000166,IN_GEBRUIK,33,166 Schoenmarkt
492113.711724512,6659920.37674633,9324,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,,,Antwerpen,2018,VE_0000171,IN_GEBRUIK,12,171 Centraal station 3
490820.008670888,6661215.06380978,9325,VELOSTATION,DUBBELZIJDIG,VOETPAD,Paardenmarkt,43,,Antwerpen,2000,VE_0000165,IN_GEBRUIK,36,165 Den Roscam
492104.404236354,6659921.166594,9326,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,,,Antwerpen,2018,VE_0000172,IN_GEBRUIK,12,172 Centraal station 4
494855.749916339,6660803.07524405,9327,VELOSTATION,DUBBELZIJDIG,PARKEERZONE,,,"Spoor-Oost, ad fietsenstalling",Borgerhout,2140,VE_0000306,BUITEN_GEBRUIK,36,306 Spoor-Oost
492016.052866253,6663018.28554862,9328,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,,nvt,,Antwerpen,2030,VE_0000175,IN_GEBRUIK,36,175 Asiadok
491671.459473232,6660283.12916576,9329,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Franklin Rooseveltplaats,nvt,,Antwerpen,2060,VE_0000173,IN_GEBRUIK,36,173 Franklin Roosevelt
491644.216780293,6659823.8053081,9330,VELOSTATION,ENKELZIJDIG,VOETPAD,Quellinstraat,8A,,Antwerpen,2018,VE_0000170,IN_GEBRUIK,21,170 Quellin
